지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),적설(cm),year,month,day,hour
108,서울,2019-02-15 15:00:00,0.6,0.0,1.9,200.0,76.0,4.9,1010.8,1021.6,0.0,2019,2,15,15
108,서울,2019-02-15 16:00:00,0.5,0.0,1.9,200.0,81.0,5.2,1010.5,1021.3,0.0,2019,2,15,16
108,서울,2019-02-15 17:00:00,0.4,0.0,1.9,230.0,88.0,5.6,1010.4,1021.2,0.2,2019,2,15,17
108,서울,2019-02-15 18:00:00,0.7,0.5,1.3,250.0,93.0,6.0,1010.3,1021.1,0.5,2019,2,15,18
108,서울,2019-02-15 19:00:00,0.7,0.0,2.8,270.0,79.0,5.1,1010.8,1021.6,0.4,2019,2,15,19
108,서울,2019-02-15 20:00:00,-0.2,0.0,3.4,270.0,72.0,4.3,1011.4,1022.3,0.4,2019,2,15,20
108,서울,2019-02-15 21:00:00,-0.7,0.0,3.2,290.0,71.0,4.1,1011.5,1022.4,0.4,2019,2,15,21
108,서울,2019-02-15 22:00:00,-1.2,0.0,2.7,290.0,75.0,4.2,1012.0,1022.9,0.4,2019,2,15,22
108,서울,2019-02-15 23:00:00,-1.9,0.0,2.3,320.0,73.0,3.9,1011.5,1022.4,0.4,2019,2,15,23
108,서울,2019-02-16 00:00:00,-2.3,0.0,2.0,290.0,70.0,3.6,1011.5,1022.4,0.4,2019,2,16,0
108,서울,2019-02-16 01:00:00,-2.5,0.0,3.3,320.0,68.0,3.5,1012.0,1023.0,0.4,2019,2,16,1
108,서울,2019-02-16 02:00:00,-2.9,0.0,2.0,340.0,69.0,3.4,1012.4,1023.4,0.5,2019,2,16,2
108,서울,2019-02-16 03:00:00,-3.2,0.2,2.1,320.0,73.0,3.5,1012.8,1023.8,0.6,2019,2,16,3
108,서울,2019-02-16 04:00:00,-3.5,0.0,1.9,360.0,72.0,3.4,1012.5,1023.5,0.7,2019,2,16,4
108,서울,2019-02-16 05:00:00,-3.7,0.0,1.7,360.0,67.0,3.1,1012.3,1023.3,0.6,2019,2,16,5
108,서울,2019-02-16 06:00:00,-4.3,0.0,1.5,340.0,70.0,3.1,1012.8,1023.8,0.6,2019,2,16,6
108,서울,2019-02-16 07:00:00,-4.8,0.0,2.8,290.0,72.0,3.1,1013.1,1024.2,0.6,2019,2,16,7
108,서울,2019-02-16 08:00:00,-5.0,0.0,1.9,340.0,73.0,3.1,1013.6,1024.7,0.4,2019,2,16,8
108,서울,2019-02-16 09:00:00,-5.0,0.0,3.0,320.0,67.0,2.8,1014.4,1025.5,0.4,2019,2,16,9
108,서울,2019-02-16 10:00:00,-4.1,0.0,2.5,320.0,62.0,2.8,1014.5,1025.6,0.4,2019,2,16,10
108,서울,2019-02-16 11:00:00,-2.9,0.0,3.3,290.0,57.0,2.8,1014.3,1025.3,0.3,2019,2,16,11
108,서울,2019-02-16 12:00:00,-1.7,0.0,2.9,320.0,53.0,2.9,1014.0,1024.9,0.0,2019,2,16,12
108,서울,2019-02-16 13:00:00,-0.9,0.0,3.2,320.0,51.0,2.9,1013.5,1024.4,0.0,2019,2,16,13
108,서울,2019-02-16 14:00:00,-0.1,0.0,3.6,320.0,44.0,2.7,1013.1,1024.0,0.0,2019,2,16,14
108,서울,2019-02-16 15:00:00,0.5,0.0,2.4,320.0,43.0,2.7,1012.9,1023.7,0.0,2019,2,16,15
108,서울,2019-02-16 16:00:00,1.5,0.0,2.6,290.0,38.0,2.6,1012.7,1023.5,0.0,2019,2,16,16
108,서울,2019-02-16 17:00:00,0.3,0.0,3.3,290.0,44.0,2.8,1012.7,1023.6,0.0,2019,2,16,17
108,서울,2019-02-16 18:00:00,-0.9,0.0,3.0,270.0,55.0,3.1,1012.7,1023.6,0.0,2019,2,16,18
108,서울,2019-02-16 19:00:00,-1.6,0.0,2.3,230.0,57.0,3.1,1013.0,1023.9,0.0,2019,2,16,19
108,서울,2019-02-16 20:00:00,-2.0,0.0,1.6,270.0,60.0,3.2,1013.4,1024.4,0.0,2019,2,16,20
108,서울,2019-02-16 21:00:00,-2.5,0.0,2.6,270.0,51.0,2.6,1013.6,1024.6,0.0,2019,2,16,21
108,서울,2019-02-16 22:00:00,-3.1,0.0,2.7,270.0,50.0,2.4,1014.0,1025.0,0.0,2019,2,16,22
108,서울,2019-02-16 23:00:00,-3.6,0.0,3.0,290.0,55.0,2.6,1014.3,1025.3,0.0,2019,2,16,23
108,서울,2019-02-17 00:00:00,-4.5,0.0,2.7,290.0,60.0,2.6,1014.5,1025.6,0.0,2019,2,17,0
108,서울,2019-02-17 01:00:00,-5.1,0.0,2.6,290.0,63.0,2.6,1014.7,1025.8,0.0,2019,2,17,1
108,서울,2019-02-17 02:00:00,-5.3,0.0,2.0,290.0,64.0,2.6,1014.9,1026.0,0.0,2019,2,17,2
108,서울,2019-02-17 03:00:00,-5.5,0.0,1.8,290.0,65.0,2.6,1015.2,1026.3,0.0,2019,2,17,3
108,서울,2019-02-17 04:00:00,-6.1,0.0,1.4,270.0,66.0,2.6,1015.1,1026.2,0.0,2019,2,17,4
108,서울,2019-02-17 05:00:00,-5.9,0.0,1.7,320.0,63.0,2.5,1014.9,1026.0,0.0,2019,2,17,5
108,서울,2019-02-17 06:00:00,-6.4,0.0,0.9,290.0,60.0,2.3,1015.0,1026.2,0.0,2019,2,17,6
108,서울,2019-02-17 07:00:00,-6.6,0.0,0.9,290.0,59.0,2.2,1015.2,1026.4,0.0,2019,2,17,7
108,서울,2019-02-17 08:00:00,-6.7,0.0,0.7,270.0,58.0,2.1,1015.6,1026.8,0.0,2019,2,17,8
108,서울,2019-02-17 09:00:00,-5.3,0.0,1.0,290.0,45.0,1.9,1016.2,1027.3,0.0,2019,2,17,9
108,서울,2019-02-17 10:00:00,-2.5,0.0,2.8,320.0,37.0,1.9,1016.6,1027.6,0.0,2019,2,17,10
108,서울,2019-02-17 11:00:00,-0.3,0.0,2.8,270.0,34.0,2.0,1016.5,1027.4,0.0,2019,2,17,11
108,서울,2019-02-17 12:00:00,0.6,0.0,2.0,290.0,32.0,2.0,1016.5,1027.4,0.0,2019,2,17,12
108,서울,2019-02-17 13:00:00,2.2,0.0,2.7,270.0,30.0,2.1,1015.8,1026.6,0.0,2019,2,17,13
108,서울,2019-02-17 14:00:00,3.4,0.0,2.3,270.0,25.0,1.9,1015.2,1025.9,0.0,2019,2,17,14
108,서울,2019-02-17 15:00:00,3.8,0.0,3.2,290.0,25.0,2.0,1014.5,1025.2,0.0,2019,2,17,15
108,서울,2019-02-17 16:00:00,4.4,0.0,2.3,270.0,24.0,2.0,1014.3,1025.0,0.0,2019,2,17,16
108,서울,2019-02-17 17:00:00,4.0,0.0,2.3,270.0,29.0,2.4,1014.2,1024.9,0.0,2019,2,17,17
108,서울,2019-02-17 18:00:00,1.7,0.0,1.8,270.0,37.0,2.6,1014.4,1025.2,0.0,2019,2,17,18
108,서울,2019-02-17 19:00:00,0.5,0.0,2.1,270.0,38.0,2.4,1014.6,1025.5,0.0,2019,2,17,19
108,서울,2019-02-17 20:00:00,-0.5,0.0,1.6,290.0,46.0,2.7,1015.0,1025.9,0.0,2019,2,17,20
108,서울,2019-02-17 21:00:00,-0.8,0.0,1.7,270.0,53.0,3.0,1015.4,1026.3,0.0,2019,2,17,21
108,서울,2019-02-17 22:00:00,-1.4,0.0,0.5,20.0,57.0,3.1,1015.7,1026.6,0.0,2019,2,17,22
108,서울,2019-02-17 23:00:00,-2.0,0.0,0.8,230.0,60.0,3.2,1016.8,1027.8,0.0,2019,2,17,23
108,서울,2019-02-18 00:00:00,-2.3,0.0,0.9,290.0,62.0,3.2,1016.4,1027.4,0.0,2019,2,18,0
108,서울,2019-02-18 01:00:00,-3.0,0.0,1.1,270.0,62.0,3.0,1016.2,1027.2,0.0,2019,2,18,1
108,서울,2019-02-18 02:00:00,-2.7,0.0,1.6,290.0,59.0,3.0,1016.4,1027.4,0.0,2019,2,18,2
108,서울,2019-02-18 03:00:00,-2.9,0.0,1.5,290.0,65.0,3.2,1015.9,1026.9,0.0,2019,2,18,3
108,서울,2019-02-18 04:00:00,-3.9,0.0,1.2,290.0,63.0,2.9,1016.1,1027.2,0.0,2019,2,18,4
108,서울,2019-02-18 05:00:00,-4.3,0.0,0.5,20.0,63.0,2.8,1015.8,1026.9,0.0,2019,2,18,5
108,서울,2019-02-18 06:00:00,-4.5,0.0,0.8,360.0,56.0,2.5,1015.7,1026.8,0.0,2019,2,18,6
108,서울,2019-02-18 07:00:00,-4.5,0.0,0.7,20.0,55.0,2.4,1016.2,1027.3,0.0,2019,2,18,7
108,서울,2019-02-18 08:00:00,-4.3,0.0,0.6,360.0,57.0,2.5,1016.7,1027.8,0.0,2019,2,18,8
108,서울,2019-02-18 09:00:00,-3.0,0.0,1.3,50.0,51.0,2.5,1016.5,1027.5,0.0,2019,2,18,9
108,서울,2019-02-18 10:00:00,-0.1,0.0,1.1,50.0,45.0,2.7,1016.3,1027.2,0.0,2019,2,18,10
108,서울,2019-02-18 11:00:00,1.3,0.0,1.3,70.0,36.0,2.4,1016.0,1026.8,0.0,2019,2,18,11
108,서울,2019-02-18 12:00:00,4.0,0.0,1.4,200.0,31.0,2.5,1016.2,1026.9,0.0,2019,2,18,12
108,서울,2019-02-18 13:00:00,5.3,0.0,1.4,180.0,29.0,2.6,1014.6,1025.3,0.0,2019,2,18,13
108,서울,2019-02-18 14:00:00,5.7,0.0,1.8,270.0,28.0,2.6,1013.6,1024.2,0.0,2019,2,18,14
108,서울,2019-02-18 15:00:00,5.0,0.0,1.8,250.0,28.0,2.4,1013.9,1024.6,0.0,2019,2,18,15
108,서울,2019-02-18 16:00:00,4.7,0.0,2.0,270.0,29.0,2.5,1013.5,1024.2,0.0,2019,2,18,16
108,서울,2019-02-18 17:00:00,4.2,0.0,1.7,290.0,33.0,2.7,1013.5,1024.2,0.0,2019,2,18,17
108,서울,2019-02-18 18:00:00,3.5,0.0,2.5,270.0,34.0,2.7,1013.6,1024.3,0.0,2019,2,18,18
108,서울,2019-02-18 19:00:00,3.2,0.0,2.2,290.0,34.0,2.6,1013.6,1024.3,0.0,2019,2,18,19
108,서울,2019-02-18 20:00:00,2.8,0.0,1.3,290.0,37.0,2.8,1013.4,1024.1,0.0,2019,2,18,20
108,서울,2019-02-18 21:00:00,2.6,0.0,1.8,290.0,40.0,3.0,1013.5,1024.3,0.0,2019,2,18,21
108,서울,2019-02-18 22:00:00,2.4,0.0,1.1,290.0,42.0,3.0,1013.2,1024.0,0.0,2019,2,18,22
108,서울,2019-02-18 23:00:00,2.2,0.0,1.5,290.0,44.0,3.1,1013.1,1023.9,0.0,2019,2,18,23
108,서울,2019-02-19 00:00:00,2.1,0.0,0.1,0.0,43.0,3.0,1012.5,1023.3,0.0,2019,2,19,0
108,서울,2019-02-19 01:00:00,2.3,0.0,0.3,0.0,37.0,2.7,1011.7,1022.5,0.0,2019,2,19,1
108,서울,2019-02-19 02:00:00,2.2,0.0,0.3,0.0,42.0,3.0,1011.2,1022.0,0.0,2019,2,19,2
108,서울,2019-02-19 03:00:00,2.2,0.0,1.0,90.0,54.0,3.9,1011.1,1021.8,0.0,2019,2,19,3
108,서울,2019-02-19 04:00:00,0.9,0.0,1.3,70.0,83.0,5.4,1010.4,1021.2,0.2,2019,2,19,4
108,서울,2019-02-19 05:00:00,0.3,0.0,0.9,70.0,89.0,5.6,1009.2,1020.0,0.4,2019,2,19,5
108,서울,2019-02-19 06:00:00,0.2,0.7,1.0,70.0,91.0,5.6,1008.2,1019.0,0.5,2019,2,19,6
108,서울,2019-02-19 07:00:00,0.3,0.0,0.9,70.0,87.0,5.4,1007.7,1018.5,0.5,2019,2,19,7
108,서울,2019-02-19 08:00:00,0.3,0.0,1.3,70.0,87.0,5.4,1007.4,1018.2,0.7,2019,2,19,8
108,서울,2019-02-19 09:00:00,0.4,0.7,1.2,70.0,91.0,5.7,1007.4,1018.2,1.3,2019,2,19,9
108,서울,2019-02-19 10:00:00,0.8,0.0,0.3,0.0,94.0,6.1,1007.0,1017.8,2.4,2019,2,19,10
108,서울,2019-02-19 11:00:00,1.0,0.0,2.5,320.0,94.0,6.2,1007.0,1017.8,3.0,2019,2,19,11
108,서울,2019-02-19 12:00:00,1.3,3.1,1.5,270.0,94.0,6.3,1006.9,1017.6,3.3,2019,2,19,12
108,서울,2019-02-19 13:00:00,1.8,0.0,1.5,290.0,89.0,6.2,1006.5,1017.2,2.7,2019,2,19,13
108,서울,2019-02-19 14:00:00,2.2,0.0,1.4,320.0,86.0,6.1,1006.0,1016.7,1.9,2019,2,19,14
108,서울,2019-02-19 15:00:00,2.4,0.1,3.7,290.0,83.0,6.1,1006.2,1016.9,1.5,2019,2,19,15
108,서울,2019-02-19 16:00:00,2.1,0.0,2.3,290.0,82.0,5.8,1006.7,1017.4,1.1,2019,2,19,16
108,서울,2019-02-19 17:00:00,2.8,0.0,2.0,270.0,77.0,5.8,1007.1,1017.8,0.4,2019,2,19,17
108,서울,2019-02-19 18:00:00,2.6,0.0,2.2,270.0,76.0,5.6,1008.1,1018.8,0.4,2019,2,19,18
108,서울,2019-02-19 19:00:00,2.0,0.0,2.0,270.0,80.0,5.7,1009.0,1019.7,0.4,2019,2,19,19
108,서울,2019-02-19 20:00:00,1.3,0.0,1.1,270.0,82.0,5.5,1009.7,1020.5,0.4,2019,2,19,20
108,서울,2019-02-19 21:00:00,1.2,0.0,2.0,270.0,82.0,5.5,1010.7,1021.5,0.4,2019,2,19,21
108,서울,2019-02-19 22:00:00,1.5,0.0,1.3,290.0,77.0,5.2,1010.9,1021.7,0.4,2019,2,19,22
108,서울,2019-02-19 23:00:00,1.0,0.0,0.5,320.0,78.0,5.1,1010.8,1021.6,0.4,2019,2,19,23
108,서울,2019-02-20 00:00:00,0.9,0.0,1.3,290.0,75.0,4.9,1010.7,1021.5,0.4,2019,2,20,0
108,서울,2019-02-20 01:00:00,1.0,0.0,1.1,320.0,75.0,4.9,1010.7,1021.5,0.4,2019,2,20,1
108,서울,2019-02-20 02:00:00,1.1,0.0,2.2,270.0,77.0,5.1,1011.2,1022.0,0.4,2019,2,20,2
108,서울,2019-02-20 03:00:00,0.9,0.0,2.8,270.0,78.0,5.1,1012.0,1022.8,0.4,2019,2,20,3
108,서울,2019-02-20 04:00:00,0.7,0.0,2.6,270.0,77.0,5.0,1012.1,1022.9,0.4,2019,2,20,4
108,서울,2019-02-20 05:00:00,0.6,0.0,1.9,290.0,73.0,4.7,1012.5,1023.3,0.4,2019,2,20,5
108,서울,2019-02-20 06:00:00,0.5,0.0,1.4,290.0,72.0,4.6,1012.6,1023.4,0.4,2019,2,20,6
108,서울,2019-02-20 07:00:00,0.5,0.0,1.8,270.0,69.0,4.4,1013.1,1024.0,0.4,2019,2,20,7
108,서울,2019-02-20 08:00:00,0.5,0.0,2.0,290.0,70.0,4.4,1013.6,1024.5,0.4,2019,2,20,8
108,서울,2019-02-20 09:00:00,0.8,0.0,0.8,270.0,70.0,4.5,1014.1,1024.9,0.4,2019,2,20,9
108,서울,2019-02-20 10:00:00,1.7,0.0,3.0,270.0,68.0,4.7,1014.4,1025.2,0.4,2019,2,20,10
108,서울,2019-02-20 11:00:00,2.1,0.0,2.6,290.0,68.0,4.8,1014.6,1025.4,0.4,2019,2,20,11
108,서울,2019-02-20 12:00:00,2.6,0.0,2.2,290.0,65.0,4.8,1014.8,1025.6,0.4,2019,2,20,12
108,서울,2019-02-20 13:00:00,4.2,0.0,2.7,270.0,54.0,4.4,1014.7,1025.4,0.0,2019,2,20,13
108,서울,2019-02-20 14:00:00,3.9,0.0,2.3,250.0,53.0,4.3,1014.5,1025.2,0.0,2019,2,20,14
108,서울,2019-02-20 15:00:00,4.1,0.0,2.2,290.0,50.0,4.1,1014.6,1025.3,0.0,2019,2,20,15
108,서울,2019-02-20 16:00:00,4.1,0.0,2.9,290.0,49.0,4.0,1014.7,1025.4,0.0,2019,2,20,16
108,서울,2019-02-20 17:00:00,4.3,0.0,3.0,270.0,51.0,4.2,1014.8,1025.5,0.0,2019,2,20,17
108,서울,2019-02-20 18:00:00,3.4,0.0,3.3,270.0,59.0,4.6,1014.8,1025.5,0.0,2019,2,20,18
108,서울,2019-02-20 19:00:00,2.7,0.0,2.5,270.0,63.0,4.7,1015.7,1026.5,0.0,2019,2,20,19
108,서울,2019-02-20 20:00:00,1.9,0.0,0.7,20.0,68.0,4.8,1015.8,1026.6,0.0,2019,2,20,20
108,서울,2019-02-20 21:00:00,1.3,0.0,2.0,290.0,71.0,4.8,1016.2,1027.0,0.0,2019,2,20,21
108,서울,2019-02-20 22:00:00,1.0,0.0,1.9,290.0,75.0,4.9,1016.7,1027.6,0.0,2019,2,20,22
108,서울,2019-02-20 23:00:00,0.8,0.0,1.1,340.0,75.0,4.9,1016.8,1027.7,0.0,2019,2,20,23
108,서울,2019-02-21 00:00:00,-0.1,0.0,1.9,270.0,77.0,4.7,1016.8,1027.7,0.0,2019,2,21,0
108,서울,2019-02-21 01:00:00,-0.6,0.0,1.5,270.0,74.0,4.3,1016.9,1027.8,0.0,2019,2,21,1
108,서울,2019-02-21 02:00:00,-0.9,0.0,1.3,320.0,74.0,4.2,1016.6,1027.5,0.0,2019,2,21,2
108,서울,2019-02-21 03:00:00,-1.4,0.0,1.0,270.0,78.0,4.3,1016.8,1027.8,0.0,2019,2,21,3
108,서울,2019-02-21 04:00:00,-1.6,0.0,1.0,270.0,75.0,4.1,1016.7,1027.7,0.0,2019,2,21,4
108,서울,2019-02-21 05:00:00,-2.0,0.0,1.1,290.0,78.0,4.1,1017.1,1028.1,0.0,2019,2,21,5
108,서울,2019-02-21 06:00:00,-2.0,0.0,0.8,270.0,76.0,4.0,1017.3,1028.3,0.0,2019,2,21,6
108,서울,2019-02-21 07:00:00,-2.5,0.0,0.9,290.0,75.0,3.8,1017.4,1028.4,0.0,2019,2,21,7
108,서울,2019-02-21 08:00:00,-2.3,0.0,0.3,0.0,74.0,3.8,1017.4,1028.4,0.0,2019,2,21,8
108,서울,2019-02-21 09:00:00,-1.2,0.0,1.1,50.0,67.0,3.8,1017.4,1028.4,0.0,2019,2,21,9
108,서울,2019-02-21 10:00:00,1.0,0.0,1.1,50.0,60.0,3.9,1017.4,1028.3,0.0,2019,2,21,10
108,서울,2019-02-21 11:00:00,2.7,0.0,0.8,360.0,53.0,3.9,1017.7,1028.5,0.0,2019,2,21,11
108,서울,2019-02-21 12:00:00,5.4,0.0,1.8,230.0,49.0,4.4,1017.2,1027.9,0.0,2019,2,21,12
108,서울,2019-02-21 13:00:00,7.0,0.0,2.2,200.0,41.0,4.1,1016.3,1026.9,0.0,2019,2,21,13
108,서울,2019-02-21 14:00:00,7.7,0.0,2.5,180.0,39.0,4.1,1015.3,1025.9,0.0,2019,2,21,14
108,서울,2019-02-21 15:00:00,8.4,0.0,1.9,230.0,34.0,3.8,1014.7,1025.2,0.0,2019,2,21,15
108,서울,2019-02-21 16:00:00,8.2,0.0,1.5,340.0,34.0,3.7,1014.5,1025.0,0.0,2019,2,21,16
108,서울,2019-02-21 17:00:00,7.9,0.0,2.4,290.0,36.0,3.8,1014.4,1024.9,0.0,2019,2,21,17
108,서울,2019-02-21 18:00:00,6.3,0.0,2.4,270.0,41.0,3.9,1014.6,1025.2,0.0,2019,2,21,18
108,서울,2019-02-21 19:00:00,4.3,0.0,2.4,290.0,55.0,4.6,1015.4,1026.1,0.0,2019,2,21,19
108,서울,2019-02-21 20:00:00,3.1,0.0,1.6,200.0,59.0,4.5,1014.9,1025.6,0.0,2019,2,21,20
108,서울,2019-02-21 21:00:00,2.5,0.0,1.7,270.0,61.0,4.5,1014.5,1025.3,0.0,2019,2,21,21
108,서울,2019-02-21 22:00:00,1.6,0.0,0.7,270.0,65.0,4.5,1014.7,1025.5,0.0,2019,2,21,22
108,서울,2019-02-21 23:00:00,1.1,0.0,1.7,290.0,69.0,4.6,1014.8,1025.6,0.0,2019,2,21,23
108,서울,2019-02-22 00:00:00,0.8,0.0,1.8,270.0,69.0,4.5,1014.3,1025.1,0.0,2019,2,22,0
108,서울,2019-02-22 01:00:00,0.1,0.0,0.7,290.0,71.0,4.4,1014.1,1025.0,0.0,2019,2,22,1
108,서울,2019-02-22 02:00:00,-0.3,0.0,1.0,290.0,73.0,4.4,1014.1,1025.0,0.0,2019,2,22,2
108,서울,2019-02-22 03:00:00,-0.7,0.0,1.3,270.0,75.0,4.4,1013.9,1024.8,0.0,2019,2,22,3
108,서울,2019-02-22 04:00:00,-0.7,0.0,0.6,360.0,73.0,4.2,1013.3,1024.2,0.0,2019,2,22,4
108,서울,2019-02-22 05:00:00,-1.2,0.0,0.8,90.0,74.0,4.2,1012.9,1023.8,0.0,2019,2,22,5
108,서울,2019-02-22 06:00:00,-1.5,0.0,0.9,20.0,77.0,4.2,1012.9,1023.8,0.0,2019,2,22,6
108,서울,2019-02-22 07:00:00,-1.5,0.0,0.5,20.0,77.0,4.2,1012.9,1023.8,0.0,2019,2,22,7
108,서울,2019-02-22 08:00:00,-1.2,0.0,0.4,0.0,75.0,4.2,1013.2,1024.1,0.0,2019,2,22,8
108,서울,2019-02-22 09:00:00,-0.1,0.0,0.8,360.0,67.0,4.1,1013.2,1024.1,0.0,2019,2,22,9
108,서울,2019-02-22 10:00:00,2.5,0.0,1.3,70.0,58.0,4.2,1012.7,1023.5,0.0,2019,2,22,10
108,서울,2019-02-22 11:00:00,4.9,0.0,0.9,110.0,46.0,4.0,1011.9,1022.6,0.0,2019,2,22,11
108,서울,2019-02-22 12:00:00,7.7,0.0,1.7,200.0,44.0,4.6,1011.5,1022.0,0.0,2019,2,22,12
108,서울,2019-02-22 13:00:00,8.6,0.0,2.9,180.0,37.0,4.2,1010.5,1021.0,0.0,2019,2,22,13
108,서울,2019-02-22 14:00:00,9.9,0.0,1.9,200.0,31.0,3.8,1009.4,1019.8,0.0,2019,2,22,14
108,서울,2019-02-22 15:00:00,10.2,0.0,3.0,290.0,29.0,3.6,1009.0,1019.4,0.0,2019,2,22,15
108,서울,2019-02-22 16:00:00,10.5,0.0,2.2,270.0,29.0,3.7,1008.8,1019.2,0.0,2019,2,22,16
108,서울,2019-02-22 17:00:00,10.1,0.0,2.6,270.0,30.0,3.7,1008.6,1019.0,0.0,2019,2,22,17
108,서울,2019-02-22 18:00:00,8.4,0.0,2.8,290.0,39.0,4.3,1008.8,1019.3,0.0,2019,2,22,18
108,서울,2019-02-22 19:00:00,6.6,0.0,1.7,250.0,48.0,4.7,1009.6,1020.2,0.0,2019,2,22,19
108,서울,2019-02-22 20:00:00,5.1,0.0,1.8,230.0,53.0,4.6,1009.8,1020.4,0.0,2019,2,22,20
108,서울,2019-02-22 21:00:00,4.4,0.0,1.3,200.0,55.0,4.6,1010.3,1020.9,0.0,2019,2,22,21
108,서울,2019-02-22 22:00:00,4.1,0.0,1.9,200.0,57.0,4.7,1010.7,1021.4,0.0,2019,2,22,22
108,서울,2019-02-22 23:00:00,3.8,0.0,1.1,320.0,60.0,4.8,1010.9,1021.6,0.0,2019,2,22,23
108,서울,2019-02-23 00:00:00,3.2,0.0,1.1,320.0,63.0,4.9,1010.7,1021.4,0.0,2019,2,23,0
108,서울,2019-02-23 01:00:00,2.8,0.0,0.5,270.0,66.0,4.9,1010.3,1021.0,0.0,2019,2,23,1
108,서울,2019-02-23 02:00:00,2.6,0.0,0.5,20.0,63.0,4.6,1011.0,1021.7,0.0,2019,2,23,2
108,서울,2019-02-23 03:00:00,2.3,0.0,0.3,0.0,65.0,4.7,1011.3,1022.0,0.0,2019,2,23,3
108,서울,2019-02-23 04:00:00,1.8,0.0,0.5,340.0,67.0,4.7,1011.2,1022.0,0.0,2019,2,23,4
108,서울,2019-02-23 05:00:00,1.4,0.0,0.6,20.0,69.0,4.7,1011.5,1022.3,0.0,2019,2,23,5
108,서울,2019-02-23 06:00:00,0.8,0.0,0.6,20.0,71.0,4.6,1012.1,1022.9,0.0,2019,2,23,6
108,서울,2019-02-23 07:00:00,0.5,0.0,1.0,20.0,70.0,4.4,1012.6,1023.4,0.0,2019,2,23,7
108,서울,2019-02-23 08:00:00,0.6,0.0,1.2,20.0,68.0,4.3,1013.2,1024.0,0.0,2019,2,23,8
108,서울,2019-02-23 09:00:00,2.0,0.0,0.4,0.0,57.0,4.0,1014.0,1024.8,0.0,2019,2,23,9
108,서울,2019-02-23 10:00:00,5.8,0.0,1.4,90.0,34.0,3.1,1014.1,1024.7,0.0,2019,2,23,10
108,서울,2019-02-23 11:00:00,9.1,0.0,2.3,110.0,25.0,2.9,1013.8,1024.3,0.0,2019,2,23,11
108,서울,2019-02-23 12:00:00,10.7,0.0,2.5,70.0,23.0,3.0,1013.4,1023.8,0.0,2019,2,23,12
108,서울,2019-02-23 13:00:00,12.5,0.0,2.0,110.0,22.0,3.2,1012.8,1023.1,0.0,2019,2,23,13
108,서울,2019-02-23 14:00:00,13.2,0.0,1.5,20.0,20.0,3.0,1012.1,1022.4,0.0,2019,2,23,14
108,서울,2019-02-23 15:00:00,13.8,0.0,1.7,50.0,17.0,2.7,1012.1,1022.4,0.0,2019,2,23,15
108,서울,2019-02-23 16:00:00,14.1,0.0,1.5,70.0,16.0,2.6,1011.9,1022.1,0.0,2019,2,23,16
108,서울,2019-02-23 17:00:00,13.9,0.0,1.0,110.0,17.0,2.7,1012.1,1022.4,0.0,2019,2,23,17
108,서울,2019-02-23 18:00:00,12.2,0.0,1.2,110.0,18.0,2.6,1012.4,1022.8,0.0,2019,2,23,18
108,서울,2019-02-23 19:00:00,9.9,0.0,1.1,290.0,25.0,3.0,1012.7,1023.2,0.0,2019,2,23,19
108,서울,2019-02-23 20:00:00,8.3,0.0,1.7,290.0,39.0,4.3,1013.2,1023.7,0.0,2019,2,23,20
108,서울,2019-02-23 21:00:00,7.1,0.0,1.1,290.0,39.0,3.9,1013.5,1024.1,0.0,2019,2,23,21
108,서울,2019-02-23 22:00:00,6.4,0.0,0.2,0.0,35.0,3.4,1013.8,1024.4,0.0,2019,2,23,22
108,서울,2019-02-23 23:00:00,5.5,0.0,0.8,20.0,36.0,3.2,1013.9,1024.6,0.0,2019,2,23,23
108,서울,2019-02-24 00:00:00,5.1,0.0,0.6,340.0,38.0,3.3,1013.9,1024.6,0.0,2019,2,24,0
108,서울,2019-02-24 01:00:00,4.2,0.0,0.4,0.0,36.0,3.0,1013.7,1024.4,0.0,2019,2,24,1
108,서울,2019-02-24 02:00:00,3.7,0.0,1.2,20.0,39.0,3.1,1013.6,1024.3,0.0,2019,2,24,2
108,서울,2019-02-24 03:00:00,3.4,0.0,0.3,0.0,44.0,3.4,1013.6,1024.3,0.0,2019,2,24,3
108,서울,2019-02-24 04:00:00,2.7,0.0,1.3,20.0,49.0,3.6,1013.7,1024.5,0.0,2019,2,24,4
108,서울,2019-02-24 05:00:00,1.9,0.0,0.7,70.0,50.0,3.5,1013.6,1024.4,0.0,2019,2,24,5
108,서울,2019-02-24 06:00:00,1.5,0.0,1.4,20.0,54.0,3.7,1013.9,1024.7,0.0,2019,2,24,6
108,서울,2019-02-24 07:00:00,1.3,0.0,0.7,20.0,55.0,3.7,1014.2,1025.0,0.0,2019,2,24,7
108,서울,2019-02-24 08:00:00,1.3,0.0,1.1,20.0,57.0,3.8,1014.4,1025.2,0.0,2019,2,24,8
108,서울,2019-02-24 09:00:00,2.8,0.0,1.1,20.0,47.0,3.5,1014.6,1025.4,0.0,2019,2,24,9
108,서울,2019-02-24 10:00:00,6.1,0.0,0.7,70.0,40.0,3.8,1014.2,1024.8,0.0,2019,2,24,10
108,서울,2019-02-24 11:00:00,9.3,0.0,2.1,180.0,37.0,4.3,1013.6,1024.1,0.0,2019,2,24,11
