지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),현상번호(국내식),지면온도(°C),10cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2019-01-30 16:00,6.4,,2.5,290,40,3.8,1013.2,1023.8,1,0.82,,3,0,Ci,,,8.3,0.4,0.9
108,서울,2019-01-30 17:00,5.3,,2.9,270,55,4.9,1013.7,1024.4,0.4,0.4,,3,0,Ci,,,3.7,0.5,0.9
108,서울,2019-01-30 18:00,4,,2.2,270,63,5.1,1013.7,1024.4,0,0.06,,8,3,AcCi,35,,1,0.5,0.9
108,서울,2019-01-30 19:00,3.2,,1.7,270,67,5.2,1013.2,1023.9,,,,9,7,,49,,-0.2,0.4,1
108,서울,2019-01-30 20:00,2.6,,1.2,290,69,5.1,1013.3,1024.1,,,,8,6,,38,,-0.8,0.3,1
108,서울,2019-01-30 21:00,2.1,,1.4,290,70,5,1013.5,1024.3,,,,8,6,ScAc,12,,-1.1,0.2,1
108,서울,2019-01-30 22:00,2.1,,1.8,320,74,5.3,1013.2,1024,,,,10,6,,38,,-0.6,0.2,1
108,서울,2019-01-30 23:00,2.1,,1.8,290,74,5.3,1012.4,1023.2,,,,10,9,,39,40,-0.3,0.2,1
108,서울,2019-01-31 0:00,2.3,,3.2,340,71,5.1,1012.1,1022.9,,,,10,10,As,39,40,-0.2,0.1,1
108,서울,2019-01-31 1:00,1.7,,3.3,290,69,4.8,1011.5,1022.3,,,,10,9,,36,40,-0.2,0.2,1
108,서울,2019-01-31 2:00,1.3,,3.1,290,63,4.2,1011.2,1022,,,,10,9,,35,40,-0.3,0.1,1
108,서울,2019-01-31 3:00,0.8,,1.9,320,55,3.6,1010.7,1021.5,,,,10,10,As,35,40,-0.5,0.1,1
108,서울,2019-01-31 4:00,0,,2,290,41,2.5,1011,1021.9,,,,10,8,AcCi,38,40,-0.7,0.1,1.1
108,서울,2019-01-31 5:00,-0.3,,1.9,320,40,2.4,1010.2,1021,,,,10,10,As,29,,-0.8,0.2,1
108,서울,2019-01-31 6:00,-0.7,,3.3,290,35,2,1010.1,1021,,,,10,10,As,30,,-0.9,0.1,1
108,서울,2019-01-31 7:00,-1.2,,3.2,320,32,1.8,1010,1020.9,,,,10,10,As,36,,-1.1,0.1,1
108,서울,2019-01-31 8:00,-1.6,,3.1,290,29,1.6,1010.2,1021.1,0,0,,10,10,As,31,,-1.2,0.1,1
108,서울,2019-01-31 9:00,-1.7,,2.7,290,27,1.5,1010.4,1021.3,0,0.06,,10,10,As,30,,-0.8,0.1,1
108,서울,2019-01-31 10:00,-1.7,,3.2,290,25,1.4,1010.3,1021.2,0,0.17,,10,10,As,30,,-0.2,0.2,1
108,서울,2019-01-31 11:00,-1.7,,2.9,290,23,1.2,1010.5,1021.4,0,0.38,,10,10,As,35,,0.6,0.2,1
108,서울,2019-01-31 12:00,-1.7,,3.3,320,23,1.2,1009.9,1020.8,0,0.46,,10,10,As,34,,0.8,0.2,1
108,서울,2019-01-31 13:00,-1.4,,2.7,290,22,1.2,1009.3,1020.2,0,0.61,,9,6,AcCi,35,,2.6,0.2,1
108,서울,2019-01-31 14:00,-0.6,,2.5,290,20,1.2,1008.7,1019.5,0.5,1.21,,7,0,Ci,,,6.2,0.1,1
108,서울,2019-01-31 15:00,0.5,,2.3,290,18,1.1,1008.5,1019.3,1,1.38,,9,0,Ci,,,7.9,0.2,1
108,서울,2019-01-31 16:00,-0.1,,3,270,18,1.1,1009,1019.8,1,1.02,,8,0,Ci,,,5.5,0.4,1
108,서울,2019-01-31 17:00,-1.1,,3,270,20,1.1,1009.1,1020,0.9,0.6,,8,0,Ci,,,0.8,0.5,1
108,서울,2019-01-31 18:00,-2.6,,3.8,270,19,1,1009.3,1020.2,0,0.08,,5,0,Ci,,,-1.7,0.4,1.1
108,서울,2019-01-31 19:00,-3.5,,4.3,270,21,1,1010.2,1021.2,,,,0,0,,,,-3,0.4,1
108,서울,2019-01-31 20:00,-4.5,,3.6,290,21,0.9,1011.7,1022.7,,,,1,0,,,,-3.8,0.3,1
108,서울,2019-01-31 21:00,-4.8,,3.1,290,23,1,1012.2,1023.3,,,,1,0,Ci,,,-4.2,0.2,1.1
108,서울,2019-01-31 22:00,-5.2,,3,320,28,1.2,1012.5,1023.6,,,,0,0,,,,-4.8,0.2,1.1
108,서울,2019-01-31 23:00,-5.6,,3.8,320,30,1.2,1012.3,1023.4,,,,0,0,,,,-5.3,0.2,1.1
108,서울,2019-02-01 0:00,-6.2,,2.3,290,32,1.2,1012.8,1023.9,,,,1,1,,,,-5.7,0.1,1.1
108,서울,2019-02-01 1:00,-6.7,,1.5,290,33,1.2,1013.2,1024.3,,,,0,0,,,,-6.2,0.1,1
108,서울,2019-02-01 2:00,-7.1,,1.6,270,37,1.3,1013.5,1024.7,,,,0,0,,,,-6.5,0.1,1.1
108,서울,2019-02-01 3:00,-7.3,,0.9,320,39,1.4,1013.6,1024.8,,,,0,0,,,,-7,0.1,1
108,서울,2019-02-01 4:00,-7.4,,0.7,20,41,1.4,1013.4,1024.6,,,,0,0,,,,-7.1,0.1,1
108,서울,2019-02-01 5:00,-7.2,,0.4,0,43,1.5,1013.3,1024.5,,,,0,0,,,,-7.1,0,1
108,서울,2019-02-01 6:00,-7.2,,0.4,0,47,1.7,1013.2,1024.4,,,,0,0,,,,-7.4,0,1
108,서울,2019-02-01 7:00,-7.1,,0.1,0,50,1.8,1013.3,1024.5,,,,0,0,,,,-7.7,0,1
108,서울,2019-02-01 8:00,-6.9,,0.7,320,48,1.8,1013.7,1024.9,0,0.01,,0,0,,,,-7.4,0,1
108,서울,2019-02-01 9:00,-6,,0.4,0,40,1.6,1013.9,1025,0.6,0.38,,0,0,,,,-5.4,-0.1,1
108,서울,2019-02-01 10:00,-2.4,,1.4,180,33,1.7,1013.9,1024.9,1,1.06,,0,0,,,,1.2,0,1
108,서울,2019-02-01 11:00,-0.1,,1.6,270,29,1.8,1014.2,1025.1,1,1.56,,0,0,,,,7,0,1
108,서울,2019-02-01 12:00,1.1,,3.6,270,33,2.2,1014,1024.8,1,1.88,,0,0,,,,10.5,0,0.9
108,서울,2019-02-01 13:00,2.4,,4,290,35,2.5,1013.2,1024,1,2.04,,7,7,Sc,12,,13.5,0,0.9
108,서울,2019-02-01 14:00,1.8,,3.8,270,42,2.9,1012.6,1023.4,0.9,1.29,,7,7,Sc,12,,6.7,0,0.9
108,서울,2019-02-01 15:00,1.9,,3.7,270,44,3.1,1012.3,1023.1,0.2,0.8,,8,8,Sc,13,,5.1,0,0.9
108,서울,2019-02-01 16:00,1.5,,3.1,270,50,3.4,1012.4,1023.2,0,0.4,,9,9,Sc,11,,3,0,0.9
108,서울,2019-02-01 17:00,1.5,,2.8,250,54,3.7,1012.2,1023,0,0.24,,9,9,Sc,10,5,1.7,0.1,0.9
108,서울,2019-02-01 18:00,1.2,0,2,230,62,4.2,1012,1022.8,0,0.05,,9,9,Sc,8,5,0.1,0.1,0.9
108,서울,2019-02-01 19:00,0.6,,1.3,270,79,5,1012.4,1023.2,,,0.2,8,8,Sc,6,5,-0.4,0,0.9
108,서울,2019-02-01 20:00,0.4,,1.3,270,62,3.9,1012,1022.8,,,0.2,7,7,Sc,13,5,-0.9,0,0.9
108,서울,2019-02-01 21:00,0.6,0.3,1.7,250,57,3.6,1012.3,1023.1,,,0.2,7,7,Sc,10,,-0.7,0,0.9
108,서울,2019-02-01 22:00,0,,1.8,270,55,3.4,1012.1,1023,,,0.2,0,0,,,,-1.7,0.1,1
108,서울,2019-02-01 23:00,-0.6,,1.4,270,56,3.3,1012.6,1023.5,,,0.2,0,0,,,,-2.3,0,0.9
108,서울,2019-02-02 0:00,-1.3,,0.7,270,59,3.3,1012.5,1023.4,,,0.2,0,0,,,,-2.9,0.1,0.9
108,서울,2019-02-02 1:00,-1.7,,0.9,230,59,3.2,1012.9,1023.8,,,0.2,0,0,,,,-3.3,0,0.9
108,서울,2019-02-02 2:00,-2.3,,0.1,0,65,3.4,1012.7,1023.7,,,0.2,0,0,,,,-3.9,0,0.9
108,서울,2019-02-02 3:00,-2.6,,0.5,70,67,3.4,1013.1,1024.1,,,0.2,0,0,,,,-4.1,0,1
108,서울,2019-02-02 4:00,-3.1,,1.1,50,73,3.6,1012.8,1023.8,,,0.2,0,0,,,,-4,0,0.9
108,서울,2019-02-02 5:00,-3,,1,70,76,3.7,1012.8,1023.8,,,0.2,8,8,Sc,13,,-3,0,1
108,서울,2019-02-02 6:00,-2.3,,1.3,70,73,3.8,1012.5,1023.5,,,0.2,9,9,Sc,12,,-2.1,0,0.9
108,서울,2019-02-02 7:00,-1.8,,0.9,50,69,3.7,1012.5,1023.4,,,0.2,9,9,Sc,12,,-1.5,0,0.9
108,서울,2019-02-02 8:00,-1.3,,1.2,70,67,3.7,1012.6,1023.5,0,0,0.2,9,9,Sc,12,,-1.3,0.1,1
108,서울,2019-02-02 9:00,-0.9,,1.2,70,65,3.7,1012.8,1023.7,0,0.06,0.2,9,9,Sc,12,,-0.9,0,1
108,서울,2019-02-02 10:00,-0.3,,1.3,70,63,3.8,1012.9,1023.8,0,0.2,0.2,9,9,Sc,10,,-0.2,0,1
108,서울,2019-02-02 11:00,0.4,,1,70,61,3.8,1013.2,1024.1,0,0.31,,10,10,Sc,13,,0.3,0,0.9
108,서울,2019-02-02 12:00,1.5,,1.5,70,59,4,1013,1023.8,0,0.53,,10,10,Sc,13,40,2,0,0.9
108,서울,2019-02-02 13:00,2.8,,1.1,70,55,4.1,1012,1022.7,0,0.67,,9,9,Sc,13,40,3.2,0,0.9
108,서울,2019-02-02 14:00,3.7,,1.1,70,53,4.2,1011.1,1021.8,0,0.65,,10,10,Sc,13,40,4,0.1,0.9
108,서울,2019-02-02 15:00,4.5,,1,70,51,4.3,1011,1021.6,0,0.66,,9,9,Sc,13,40,4.3,0.1,0.9
108,서울,2019-02-02 16:00,5.7,,1.5,90,47,4.3,1010,1020.6,0.6,0.83,,0,0,,,40,6.2,0.1,0.9
108,서울,2019-02-02 17:00,5.7,,0.9,70,49,4.5,1010.4,1021,1,0.51,,2,0,Ci,,40,1.8,0.1,0.9
108,서울,2019-02-02 18:00,3.9,,1.1,50,57,4.6,1009.7,1020.4,0,0.06,,4,2,AcCi,38,40,-1.5,0.1,0.9
108,서울,2019-02-02 19:00,3.4,,0.9,50,56,4.4,1009.4,1020.1,,,,0,0,,,40,-0.1,0.1,0.9
108,서울,2019-02-02 20:00,3.7,,1.1,20,55,4.4,1010.1,1020.8,,,,3,1,,14,40,-0.1,0.1,1
108,서울,2019-02-02 21:00,3.5,,0.4,0,55,4.3,1009.4,1020.1,,,,9,9,Sc,10,40,0,0.1,1
108,서울,2019-02-02 22:00,3.6,,1.4,90,55,4.3,1009.1,1019.8,,,,10,10,,9,40,0.2,0.1,0.9
108,서울,2019-02-02 23:00,3.5,,1.6,90,54,4.2,1008.7,1019.4,,,,9,9,,10,40,0.5,0.1,0.9
108,서울,2019-02-03 0:00,3.7,0,1.5,90,53,4.2,1008.2,1018.8,,,,10,8,ScAs,10,4001,0.8,0.1,0.9
108,서울,2019-02-03 1:00,3.5,,1.6,70,58,4.5,1007.6,1018.3,,,,10,8,ScAs,9,400601,0.6,0.1,0.9
108,서울,2019-02-03 2:00,3.1,,1.1,90,71,5.4,1007.2,1017.9,,,,10,8,StNs,7,400601,0.7,0.1,0.9
108,서울,2019-02-03 3:00,2.3,0.5,1.9,90,82,5.9,1005.8,1016.5,,,,10,8,StNs,6,401901,0.8,0.1,0.9
108,서울,2019-02-03 4:00,2,,1.8,90,87,6.1,1004.3,1015,,,,10,9,StNs,6,1901,0.9,0.1,1
108,서울,2019-02-03 5:00,2.1,,2,110,94,6.7,1003,1013.7,,,,10,9,StNs,4,1901,1.1,0.1,0.9
108,서울,2019-02-03 6:00,2.3,3.5,1.9,90,95,6.8,1002,1012.6,,,,10,9,StNs,2,1901,1.2,0.1,1
108,서울,2019-02-03 7:00,2.5,,2,90,95,6.9,1001.1,1011.7,,,,10,9,StNs,2,1901,1.4,0.1,1
108,서울,2019-02-03 8:00,2.9,,1.4,90,95,7.1,1000.5,1011.1,0,0,,10,9,StNs,2,1901,1.6,0.1,1
108,서울,2019-02-03 9:00,3.2,5,1.4,90,95,7.3,1000.4,1011,0,0,,10,9,StNs,2,1901,2,0.2,1
108,서울,2019-02-03 10:00,3.7,,1.2,90,96,7.6,999.5,1010.1,0,0.05,,10,9,StNs,2,1901,2.6,0.2,1
108,서울,2019-02-03 11:00,4,,1.1,90,96,7.8,999.5,1010,0,0.05,,10,9,StNs,2,1901,2.8,0.2,1
108,서울,2019-02-03 12:00,4.4,3.5,0.6,110,96,8,999.2,1009.7,0,0.07,,10,9,StNs,2,1901,3.1,0.2,0.9
108,서울,2019-02-03 13:00,4.5,,0.5,70,96,8.1,998.2,1008.7,0,0.08,,10,9,StNs,2,1901,3.3,0.2,1
108,서울,2019-02-03 14:00,4.7,,0.2,0,97,8.2,997.8,1008.3,0,0.07,,10,9,StNs,2,1901,3.2,0.4,1
108,서울,2019-02-03 15:00,4.9,1,0.4,0,97,8.4,998,1008.5,0,0.1,,10,4,StNs,5,191601,3.6,0.6,1
108,서울,2019-02-03 16:00,4.7,,1.1,290,97,8.2,998.4,1008.9,0,0.07,,10,7,StNs,6,191601,3.5,0.9,1
108,서울,2019-02-03 17:00,4.1,,2.5,290,97,7.9,999.1,1009.6,0,0.03,,10,9,StNs,1,1901,3.2,1.2,1.1
108,서울,2019-02-03 18:00,3.9,1,2.1,290,97,7.8,1000.6,1011.2,0,0.02,,10,9,StNs,1,1901,2.9,1.5,1.2
108,서울,2019-02-03 19:00,3.8,,2.5,290,97,7.7,1001.6,1012.2,,,,10,9,StNs,1,1901,2.8,1.6,1.2
108,서울,2019-02-03 20:00,3.7,,2.8,290,96,7.6,1002.9,1013.5,,,,10,5,ScAs,7,1901,2.6,1.6,1.2
108,서울,2019-02-03 21:00,3.6,1.5,2.4,270,95,7.5,1003.9,1014.5,,,,8,8,Sc,7,19,2.5,1.7,1.3
108,서울,2019-02-03 22:00,3.4,,2.7,270,93,7.2,1005.6,1016.2,,,,10,9,,2,19,2.2,1.7,1.3
108,서울,2019-02-03 23:00,2.9,,2.6,270,88,6.6,1006.6,1017.3,,,,7,7,,3,19,1.8,1.7,1.3
108,서울,2019-02-04 0:00,2.1,,2.2,250,86,6.1,1007.8,1018.5,,,,6,6,,,19,0.2,1.7,1.4
108,서울,2019-02-04 1:00,0.8,,3.2,290,55,3.6,1009.4,1020.2,,,,0,0,,,4019,0,1.5,1.4
108,서울,2019-02-04 2:00,-0.1,,2.7,320,51,3.1,1010.7,1021.6,,,,0,0,,,40,-0.1,1.3,1.4
108,서울,2019-02-04 3:00,-1,,1.9,290,53,3,1012,1022.9,,,,0,0,,,40,-0.6,1.2,1.5
108,서울,2019-02-04 4:00,-1.4,,1.6,270,51,2.8,1012.4,1023.3,,,,0,0,,,40,-1.2,1,1.5
108,서울,2019-02-04 5:00,-2,,1.1,270,49,2.6,1012.9,1023.8,,,,0,0,,,40,-1.8,0.9,1.4
108,서울,2019-02-04 6:00,-2.2,,1.5,250,47,2.4,1013.6,1024.6,,,,0,0,,,40,-2.4,0.8,1.4
108,서울,2019-02-04 7:00,-2.6,,1.7,290,46,2.3,1014.2,1025.2,,,,0,0,,,40,-2.8,0.8,1.4
108,서울,2019-02-04 8:00,-3.1,,1.2,320,49,2.4,1015.3,1026.3,0,0.02,,0,0,,,40,-3.1,0.6,1.4
108,서울,2019-02-04 9:00,-2.8,,2.1,290,47,2.3,1016.6,1027.6,0.6,0.38,,0,0,,,40,-2.1,0.5,1.4
108,서울,2019-02-04 10:00,-1.7,,2.4,320,43,2.3,1017,1028,1,1.04,,0,0,,,40,-0.1,0.5,1.4
108,서울,2019-02-04 11:00,-0.3,,2.2,290,34,2,1017.1,1028,1,1.59,,0,0,,,40,2.1,0.5,1.4
108,서울,2019-02-04 12:00,1.1,,3.3,290,26,1.7,1016.9,1027.8,1,1.98,,0,0,,,,6.8,0.5,1.3
108,서울,2019-02-04 13:00,1.7,,2.7,320,23,1.6,1015.6,1026.4,1,2.16,,1,0,Ci,,,10,0.6,1.3
108,서울,2019-02-04 14:00,2.5,,2.7,320,19,1.4,1015.1,1025.9,1,2.13,,7,0,Ci,,,12.2,0.9,1.3
108,서울,2019-02-04 15:00,2.6,,2.9,250,21,1.6,1014.8,1025.6,1,1.62,,7,0,Ci,,,8.8,1.4,1.2
108,서울,2019-02-04 16:00,2.5,,1.7,320,19,1.4,1014.4,1025.2,1,1.19,,8,0,Ci,,,6.5,1.7,1.3
108,서울,2019-02-04 17:00,1.9,,1.9,320,28,2,1014.2,1025,0.8,0.53,,7,0,Ci,,,2.4,1.9,1.3
108,서울,2019-02-04 18:00,0.6,,2.5,320,33,2.1,1014.2,1025.1,0.2,0.1,,8,0,Ci,,,0,1.8,1.4
108,서울,2019-02-04 19:00,-0.3,,2.3,290,39,2.3,1014.6,1025.5,,,,7,5,,17,,0,1.6,1.4
108,서울,2019-02-04 20:00,-0.9,,1.5,270,44,2.5,1014.9,1025.8,,,,7,6,,17,,-0.1,1.4,1.5
108,서울,2019-02-04 21:00,-1.3,,1.1,270,46,2.6,1014.7,1025.6,,,,4,0,Ci,,,-0.6,1.2,1.5
108,서울,2019-02-04 22:00,-1.7,,0.6,20,51,2.8,1014.9,1025.9,,,,6,4,,64,,-1.1,1.1,1.5
108,서울,2019-02-04 23:00,-1.9,,0.9,290,52,2.8,1015.2,1026.2,,,,0,0,,,,-1.6,1,1.5
108,서울,2019-02-05 0:00,-2.1,,0.1,0,50,2.6,1015,1026,,,,0,0,,,,-2,0.9,1.5
108,서울,2019-02-05 1:00,-2.5,,0.6,320,53,2.7,1015,1026,,,,0,0,,,,-2.4,0.8,1.5
108,서울,2019-02-05 2:00,-2.8,,0.4,0,48,2.4,1015,1026,,,,0,0,,,,-2.8,0.7,1.5
108,서울,2019-02-05 3:00,-3.2,,0.8,50,54,2.6,1015.1,1026.1,,,,0,0,,,,-3,0.7,1.4
108,서울,2019-02-05 4:00,-3.3,,0.8,50,56,2.7,1014.5,1025.5,,,,0,0,,,,-3.2,0.6,1.4
108,서울,2019-02-05 5:00,-3.6,,1.1,50,59,2.8,1014,1025,,,,3,3,Sc,12,,-3.4,0.5,1.4
108,서울,2019-02-05 6:00,-2.8,,0.9,70,56,2.8,1013.3,1024.3,,,,8,8,Sc,11,,-2,0.5,1.4
108,서울,2019-02-05 7:00,-2.2,,1.3,70,52,2.7,1012.7,1023.7,,,,3,3,Sc,12,,-2.2,0.4,1.4
108,서울,2019-02-05 8:00,-2.1,,1.1,70,45,2.4,1012.6,1023.5,0,0.02,,0,0,,,,-2.5,0.4,1.3
108,서울,2019-02-05 9:00,-1.2,,1.3,90,44,2.5,1012.7,1023.6,0.5,0.33,,0,0,,,,-1.4,0.4,1.3
108,서울,2019-02-05 10:00,1,,1.3,50,39,2.6,1012.9,1023.7,1,0.91,,0,0,,,,-0.1,0.4,1.3
108,서울,2019-02-05 11:00,3.4,,1.3,110,34,2.6,1012.8,1023.5,1,1.48,,0,0,,,,3.4,0.4,1.3
108,서울,2019-02-05 12:00,5.9,,1,140,28,2.6,1011.8,1022.4,1,1.87,,0,0,,,,8.8,0.4,1.3
108,서울,2019-02-05 13:00,7,,1.5,70,24,2.4,1010.5,1021,1,2.05,,5,0,Ci,,,11.9,0.4,1.3
108,서울,2019-02-05 14:00,9.3,,1.1,230,18,2.1,1009.5,1019.9,1,1.91,,7,0,Ci,,,13.1,0.5,1.2
108,서울,2019-02-05 15:00,10.1,,2.3,200,19,2.3,1008.7,1019.1,1,1.65,,7,0,Ci,,,11.8,1,1.2
108,서울,2019-02-05 16:00,9.2,,2.2,270,17,2,1008.3,1018.7,0.9,0.99,,8,0,Ci,,,7.7,1.6,1.2
108,서울,2019-02-05 17:00,8.7,,1.2,250,18,2,1007.9,1018.3,0.4,0.49,,8,0,Ci,,,4.7,1.9,1.2
108,서울,2019-02-05 18:00,7.6,,0.7,230,22,2.3,1007.7,1018.2,0,0.11,,5,0,Ci,,,1.5,2.1,1.3
108,서울,2019-02-05 19:00,6,,0,0,28,2.6,1007.8,1018.4,0,0,,6,0,,,,0,2,1.4
108,서울,2019-02-05 20:00,4.8,,0.6,290,33,2.8,1008,1018.6,,,,7,0,,,,0,1.7,1.4
108,서울,2019-02-05 21:00,3.8,,0.7,290,35,2.8,1008,1018.6,,,,7,0,Ci,,,0,1.5,1.5
108,서울,2019-02-05 22:00,3.1,,0.2,0,36,2.8,1007.6,1018.3,,,,6,0,,,40,-0.1,1.3,1.5
108,서울,2019-02-05 23:00,2.7,,1.4,50,41,3,1007.9,1018.6,,,,6,0,,,40,-0.3,1.2,1.5
108,서울,2019-02-06 0:00,2,,0.3,0,39,2.8,1007.5,1018.2,,,,4,0,Ci,,40,-0.6,1,1.6
108,서울,2019-02-06 1:00,1.6,,0.7,320,47,3.2,1007.7,1018.4,,,,0,0,,,40,-0.9,1,1.5
108,서울,2019-02-06 2:00,1,,1.4,20,50,3.3,1007.5,1018.3,,,,0,0,,,40,-1.2,0.9,1.5
108,서울,2019-02-06 3:00,0.4,,1.3,20,56,3.5,1007.6,1018.4,,,,5,0,Ci,,40,-1.5,0.8,1.5
108,서울,2019-02-06 4:00,0.3,,0.8,20,51,3.2,1007.2,1018,,,,9,7,AcCi,47,40,-1.2,0.8,1.5
108,서울,2019-02-06 5:00,0.3,,1.1,20,54,3.4,1006.8,1017.6,,,,9,8,AcCi,40,40,-0.8,0.7,1.5
108,서울,2019-02-06 6:00,0.4,,1.2,50,53,3.3,1006.7,1017.5,,,,9,7,AcCi,37,40,-1.1,0.6,1.4
108,서울,2019-02-06 7:00,0.2,,1.5,50,55,3.4,1005.7,1016.5,,,,6,0,Ci,,40,-1.3,0.6,1.4
108,서울,2019-02-06 8:00,0.2,,1.3,90,46,2.9,1004.7,1015.5,0,0.01,,0,0,,,40,-1.6,0.6,1.4
108,서울,2019-02-06 9:00,1.5,,1,90,38,2.6,1005.3,1016,0.6,0.38,,3,0,Cc,,,-0.6,0.6,1.4
108,서울,2019-02-06 10:00,3.2,,1.1,50,38,2.9,1006.3,1017,0.3,0.51,,9,9,Sc,11,,0,0.6,1.4
108,서울,2019-02-06 11:00,4.9,,0.8,20,36,3.1,1006.7,1017.3,0.3,0.77,,9,9,Sc,11,,1.3,0.6,1.3
108,서울,2019-02-06 12:00,7.5,,0.8,360,34,3.5,1005.9,1016.4,1,1.49,,9,9,Sc,12,,6.9,0.6,1.4
108,서울,2019-02-06 13:00,8.9,,1.1,200,46,5.2,1005,1015.4,0.7,1.24,,8,8,Sc,12,,9,0.6,1.3
108,서울,2019-02-06 14:00,9.3,,1.7,250,47,5.5,1004.6,1015,0.4,0.89,,8,8,Sc,10,,8.7,1.1,1.3
108,서울,2019-02-06 15:00,9.2,,2.6,200,52,6.1,1004.4,1014.8,0,0.67,,9,7,ScCi,10,,8.4,1.7,1.3
108,서울,2019-02-06 16:00,9.1,,2.1,250,52,6,1004.6,1015,0,0.64,,9,7,ScCi,14,,7.6,2.4,1.4
108,서울,2019-02-06 17:00,8.7,,1.6,230,52,5.8,1004.2,1014.6,0,0.23,,10,6,ScAs,14,,5.5,2.8,1.4
108,서울,2019-02-06 18:00,8.1,,1.6,200,53,5.7,1004.3,1014.7,0,0.04,,10,4,ScAs,14,,4,3,1.4
108,서울,2019-02-06 19:00,7.9,,1.8,230,56,6,1004.8,1015.2,0,0,,10,8,,14,,3.6,3,1.5
108,서울,2019-02-06 20:00,7.5,,1.7,290,57,5.9,1004.7,1015.2,,,,10,9,,9,,3.6,2.9,1.6
108,서울,2019-02-06 21:00,7,,2.3,290,71,7.1,1005,1015.5,,,,10,6,ScAs,10,,3.5,2.8,1.7
108,서울,2019-02-06 22:00,6.8,,1.9,200,77,7.6,1005.3,1015.8,,,,10,4,,4,19,3.8,2.8,1.7
108,서울,2019-02-06 23:00,6.5,,1.7,200,80,7.7,1005.3,1015.8,,,,10,9,,4,19,3.9,2.7,1.8
108,서울,2019-02-07 0:00,6.3,,1.6,230,82,7.8,1005.3,1015.8,,,,10,8,ScAs,,19,3.9,2.7,1.9
108,서울,2019-02-07 1:00,5.8,,1.9,290,85,7.8,1005.7,1016.3,,,,10,10,,2,19,3.8,2.8,1.9
108,서울,2019-02-07 2:00,5.2,,2.2,270,89,7.8,1006.1,1016.7,,,,10,9,,1,19,3.6,2.8,1.9
108,서울,2019-02-07 3:00,4.5,0,2.7,270,83,7,1006,1016.6,,,,10,8,ScAs,3,1901,3.2,2.8,2
108,서울,2019-02-07 4:00,3.3,,3.1,270,89,6.9,1005.7,1016.3,,,,10,9,StNs,2,1901,2.7,2.7,2
108,서울,2019-02-07 5:00,1.9,,3.7,290,86,6,1005.9,1016.6,,,,10,9,StNs,3,190601,1.7,2.7,2
108,서울,2019-02-07 6:00,0.8,0.5,3.6,290,76,4.9,1007,1017.8,,,0,10,7,StNs,6,190605,0.6,2.5,2.1
108,서울,2019-02-07 7:00,0.3,,3.5,290,74,4.6,1008.6,1019.4,,,0,10,5,ScAs,6,1905,0.1,2.3,2.1
108,서울,2019-02-07 8:00,-0.8,,4.3,290,69,4,1010.1,1021,0,0,0,8,8,Sc,6,4019,0,2.1,2.1
108,서울,2019-02-07 9:00,-1.3,0,2.7,290,62,3.5,1011.3,1022.2,0.2,0.21,0,3,0,Ci,,40,0,1.8,2.1
108,서울,2019-02-07 10:00,-0.9,,3.8,290,45,2.6,1011.8,1022.7,1,0.89,0,0,0,,,40,1.1,1.7,2.1
108,서울,2019-02-07 11:00,-1.6,,5,320,41,2.2,1012,1022.9,1,1.53,,2,0,Ci,,,6.1,1.7,2.1
108,서울,2019-02-07 12:00,-1.2,,4.6,320,29,1.6,1012.7,1023.6,1,1.64,,4,0,Ci,,,9,2,2
108,서울,2019-02-07 13:00,-0.7,,4.3,290,26,1.5,1012.1,1023,1,2.12,,2,0,Ci,,,11.3,2.3,2
108,서울,2019-02-07 14:00,-0.7,,4.5,290,21,1.2,1011.9,1022.8,1,2.21,,0,0,,,,11.8,2.9,2.1
108,서울,2019-02-07 15:00,-1.2,,4.3,320,20,1.1,1012.1,1023,1,1.97,,0,0,,,,10.3,3.4,2
108,서울,2019-02-07 16:00,-1.7,,4.2,290,20,1.1,1012.8,1023.7,1,1.48,,0,0,,,,6.9,3.7,2.1
108,서울,2019-02-07 17:00,-2.2,,3.6,290,22,1.1,1012.8,1023.8,1,0.85,,0,0,,,,0.6,3.7,2.1
108,서울,2019-02-07 18:00,-3.9,,3.2,290,23,1.1,1013.1,1024.1,0.5,0.19,,0,0,,,,-0.4,3.3,2.3
108,서울,2019-02-07 19:00,-4.8,,3.8,290,31,1.3,1014,1025.1,0,0,,0,0,,,,-2,2.8,2.3
108,서울,2019-02-07 20:00,-5.5,,3.8,290,30,1.2,1015.3,1026.4,,,,0,0,,,,-3.1,2.4,2.4
108,서울,2019-02-07 21:00,-6.3,,3.3,320,32,1.2,1015.4,1026.6,,,,1,0,Ci,,,-4,2,2.4
108,서울,2019-02-07 22:00,-7.2,,2.5,320,37,1.3,1016.1,1027.3,,,,2,2,,48,,-4.5,1.8,2.4
108,서울,2019-02-07 23:00,-7.7,,3.3,340,39,1.3,1016.8,1028,,,,3,1,,,,-5.3,1.5,2.4
108,서울,2019-02-08 0:00,-8.2,,4.7,320,39,1.3,1017.2,1028.5,,,,6,0,Ci,,,-5.9,1.3,2.3
